stock_code,target_month,model,sigma,sigma_source,n_residuals_product,abc_class,zero_mad
23194,2011-07,M4_gbm_absolute,23.215417,abc_group,3,B,False
23196,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23197,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23198,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23199,2011-07,M4_gbm_absolute,92.257026,abc_group,2,A,False
23200,2011-07,M4_gbm_absolute,23.215417,abc_group,1,B,False
23201,2011-07,M4_gbm_absolute,92.257026,abc_group,2,A,False
23202,2011-07,M4_gbm_absolute,92.257026,abc_group,1,A,False
23203,2011-07,M4_gbm_absolute,92.257026,abc_group,1,A,False
23204,2011-07,M4_gbm_absolute,23.215417,abc_group,2,B,False
23205,2011-07,M4_gbm_absolute,23.215417,abc_group,2,B,False
23206,2011-07,M4_gbm_absolute,92.257026,abc_group,2,A,False
23207,2011-07,M4_gbm_absolute,23.215417,abc_group,2,B,False
23208,2011-07,M4_gbm_absolute,23.215417,abc_group,2,B,False
23209,2011-07,M4_gbm_absolute,92.257026,abc_group,1,A,False
23210,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23211,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23212,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23213,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23214,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23215,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23216,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23217,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23219,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23220,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23221,2011-07,M4_gbm_absolute,2.899503,abc_group,1,C,False
23222,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23223,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23224,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23225,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23226,2011-07,M4_gbm_absolute,2.899503,abc_group,1,C,False
23227,2011-07,M4_gbm_absolute,2.899503,abc_group,1,C,False
23228,2011-07,M4_gbm_absolute,2.899503,abc_group,1,C,False
23229,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23230,2011-07,M4_gbm_absolute,23.215417,abc_group,5,B,False
23231,2011-07,M4_gbm_absolute,23.215417,abc_group,5,B,False
23232,2011-07,M4_gbm_absolute,23.215417,abc_group,5,B,False
23233,2011-07,M4_gbm_absolute,2.899503,abc_group,5,C,False
23234,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23235,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23236,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23237,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23238,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23239,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23240,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23241,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23242,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23243,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23244,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23245,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23247,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23249,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23250,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23251,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23252,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23253,2011-07,M4_gbm_absolute,23.215417,abc_group,2,B,False
23254,2011-07,M4_gbm_absolute,23.215417,abc_group,2,B,False
23255,2011-07,M4_gbm_absolute,23.215417,abc_group,2,B,False
23256,2011-07,M4_gbm_absolute,23.215417,abc_group,2,B,False
23263,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23264,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23265,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23266,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23267,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23268,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23269,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23270,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23271,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23272,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23273,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23274,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23275,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23280,2011-07,M4_gbm_absolute,2.899503,abc_group,1,C,False
23281,2011-07,M4_gbm_absolute,2.899503,abc_group,1,C,False
23282,2011-07,M4_gbm_absolute,2.899503,abc_group,1,C,False
23283,2011-07,M4_gbm_absolute,23.215417,abc_group,2,B,False
23284,2011-07,M4_gbm_absolute,92.257026,abc_group,2,A,False
23285,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23286,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23287,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23288,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23289,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23290,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23291,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23292,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23298,2011-07,M4_gbm_absolute,92.257026,abc_group,1,A,False
23299,2011-07,M4_gbm_absolute,23.215417,abc_group,1,B,False
23300,2011-07,M4_gbm_absolute,23.215417,abc_group,1,B,False
23301,2011-07,M4_gbm_absolute,23.215417,abc_group,1,B,False
23302,2011-07,M4_gbm_absolute,2.899503,abc_group,1,C,False
23306,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23307,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23308,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23309,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23310,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23315,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23316,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23317,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23321,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23322,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23323,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23335,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23336,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23337,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23338,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23339,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23341,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23342,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23343,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23344,2011-07,M4_gbm_absolute,2.899503,abc_group,0,C,False
23348,2011-07,M4_gbm_absolute,2.899503,abc_group,2,C,False
23444,2011-07,M4_gbm_absolute,2.899503,abc_group,1,C,False
35001G,2011-07,M4_gbm_absolute,13.730961,product,13,B,False
35004B,2011-07,M4_gbm_absolute,40.815426,product,13,A,False
35004C,2011-07,M4_gbm_absolute,45.185861,product,13,A,False
35004G,2011-07,M4_gbm_absolute,8.392648,product,13,B,False
35095A,2011-07,M4_gbm_absolute,48.703134,product,13,C,False
35095B,2011-07,M4_gbm_absolute,21.215049,product,13,C,False
35241,2011-07,M4_gbm_absolute,15.079464,product,13,B,False
35265,2011-07,M4_gbm_absolute,0.615035,product,13,C,False
35400,2011-07,M4_gbm_absolute,17.838473,product,13,A,False
35443,2011-07,M4_gbm_absolute,0.282035,product,13,C,False
35471D,2011-07,M4_gbm_absolute,20.736732,product,13,C,False
35598B,2011-07,M4_gbm_absolute,16.349784,product,13,C,False
35598D,2011-07,M4_gbm_absolute,21.692918,product,13,C,False
35599D,2011-07,M4_gbm_absolute,5.850720,product,13,B,False
35607A,2011-07,M4_gbm_absolute,39.837098,product,13,C,False
35607B,2011-07,M4_gbm_absolute,5.957598,product,13,C,False
35637A,2011-07,M4_gbm_absolute,6.839139,product,13,B,False
35637C,2011-07,M4_gbm_absolute,1.482600,product,13,C,False
35638A,2011-07,M4_gbm_absolute,0.008778,product,6,C,False
35646,2011-07,M4_gbm_absolute,7.821620,product,13,C,False
35647,2011-07,M4_gbm_absolute,9.576114,product,13,C,False
35648,2011-07,M4_gbm_absolute,23.483900,product,13,C,False
35649,2011-07,M4_gbm_absolute,5.168846,product,13,B,False
35651,2011-07,M4_gbm_absolute,4.524628,product,11,C,False
35653,2011-07,M4_gbm_absolute,9.549699,product,13,C,False
35809A,2011-07,M4_gbm_absolute,62.405941,product,13,B,False
35809B,2011-07,M4_gbm_absolute,0.657038,product,11,C,False
35810A,2011-07,M4_gbm_absolute,42.345782,product,13,B,False
35810B,2011-07,M4_gbm_absolute,13.181032,product,13,C,False
35815P,2011-07,M4_gbm_absolute,0.798266,product,8,C,False
35818P,2011-07,M4_gbm_absolute,5.712505,product,13,C,False
35819B,2011-07,M4_gbm_absolute,5.363970,product,13,C,False
35833P,2011-07,M4_gbm_absolute,4.939314,product,11,C,False
35909A,2011-07,M4_gbm_absolute,0.177991,product,9,C,False
35909B,2011-07,M4_gbm_absolute,0.243177,product,10,C,False
35910A,2011-07,M4_gbm_absolute,2.332607,product,13,C,False
35910B,2011-07,M4_gbm_absolute,0.101028,product,6,C,False
35911A,2011-07,M4_gbm_absolute,5.679659,product,13,C,False
35911B,2011-07,M4_gbm_absolute,0.812035,product,13,C,False
35912B,2011-07,M4_gbm_absolute,4.497018,product,13,C,False
35913B,2011-07,M4_gbm_absolute,1.599709,product,13,C,False
35914,2011-07,M4_gbm_absolute,5.982498,product,13,C,False
35915B,2011-07,M4_gbm_absolute,2.373328,product,13,C,False
35915C,2011-07,M4_gbm_absolute,3.645519,product,13,C,False
35916A,2011-07,M4_gbm_absolute,2.510341,product,13,C,False
35916B,2011-07,M4_gbm_absolute,1.278949,product,13,C,False
35916C,2011-07,M4_gbm_absolute,4.122903,product,13,C,False
35920,2011-07,M4_gbm_absolute,1.334649,product,9,C,False
35921,2011-07,M4_gbm_absolute,2.956422,product,13,C,False
35922,2011-07,M4_gbm_absolute,3.175432,product,13,C,False
35923,2011-07,M4_gbm_absolute,10.910895,product,13,C,False
35924,2011-07,M4_gbm_absolute,101.598350,product,13,A,False
35933,2011-07,M4_gbm_absolute,4.869963,product,10,C,False
35953,2011-07,M4_gbm_absolute,5.930400,product,11,C,False
35954,2011-07,M4_gbm_absolute,7.507888,product,12,C,False
35957,2011-07,M4_gbm_absolute,267.919106,product,13,B,False
35961,2011-07,M4_gbm_absolute,417.682859,product,13,A,False
35964,2011-07,M4_gbm_absolute,3.800350,product,12,C,False
35965,2011-07,M4_gbm_absolute,20.038352,product,13,B,False
35966,2011-07,M4_gbm_absolute,0.049525,product,11,C,False
35967,2011-07,M4_gbm_absolute,29.561646,product,13,C,False
35968,2011-07,M4_gbm_absolute,43.755346,product,13,C,False
35970,2011-07,M4_gbm_absolute,41.398313,product,13,A,False
35971,2011-07,M4_gbm_absolute,31.568549,product,13,B,False
35972,2011-07,M4_gbm_absolute,8.150551,product,13,C,False
37327,2011-07,M4_gbm_absolute,38.956026,product,13,C,False
37330,2011-07,M4_gbm_absolute,18.845072,product,13,B,False
37333,2011-07,M4_gbm_absolute,3.487161,product,13,C,False
37340,2011-07,M4_gbm_absolute,118.176710,product,13,B,False
37342,2011-07,M4_gbm_absolute,60.665473,product,13,B,False
37343,2011-07,M4_gbm_absolute,25.475623,product,13,B,False
37351,2011-07,M4_gbm_absolute,2.982827,product,13,C,False
37370,2011-07,M4_gbm_absolute,193.204337,product,13,A,False
37379A,2011-07,M4_gbm_absolute,0.037321,product,11,C,False
37413,2011-07,M4_gbm_absolute,2.899503,abc_group,4,C,False
37423,2011-07,M4_gbm_absolute,37.409808,product,13,C,False
37444A,2011-07,M4_gbm_absolute,11.855835,product,13,C,False
37444B,2011-07,M4_gbm_absolute,2.820577,product,13,C,False
37444C,2011-07,M4_gbm_absolute,11.339520,product,13,C,False
37446,2011-07,M4_gbm_absolute,63.123182,product,13,A,False
37447,2011-07,M4_gbm_absolute,54.507820,product,13,A,False
37448,2011-07,M4_gbm_absolute,59.940639,product,13,A,False
37449,2011-07,M4_gbm_absolute,47.288524,product,13,A,False
37450,2011-07,M4_gbm_absolute,63.304247,product,13,A,False
37462E,2011-07,M4_gbm_absolute,3.638474,product,13,C,False
37467,2011-07,M4_gbm_absolute,12.634534,product,13,C,False
37468,2011-07,M4_gbm_absolute,3.631731,product,6,C,False
37471,2011-07,M4_gbm_absolute,3.948122,product,12,C,False
37475,2011-07,M4_gbm_absolute,5.030544,product,13,C,False
37476,2011-07,M4_gbm_absolute,10.133261,product,13,B,False
37479B,2011-07,M4_gbm_absolute,11.277990,product,13,B,False
37479P,2011-07,M4_gbm_absolute,4.229500,product,12,C,False
37482P,2011-07,M4_gbm_absolute,28.264074,product,13,B,False
37487B,2011-07,M4_gbm_absolute,2.899503,abc_group,2,C,False
37488A,2011-07,M4_gbm_absolute,0.016078,product,8,C,False
37489A,2011-07,M4_gbm_absolute,1.939768,product,13,C,False
37489B,2011-07,M4_gbm_absolute,1.465044,product,13,C,False
37489C,2011-07,M4_gbm_absolute,0.270855,product,10,C,False
37489D,2011-07,M4_gbm_absolute,1.230080,product,13,C,False
37491A,2011-07,M4_gbm_absolute,0.859647,product,13,C,False
37491D,2011-07,M4_gbm_absolute,1.308619,product,13,C,False
37495,2011-07,M4_gbm_absolute,24.079610,product,13,A,False
37500,2011-07,M4_gbm_absolute,27.226724,product,13,A,False
37501,2011-07,M4_gbm_absolute,16.624624,product,13,A,False
40001,2011-07,M4_gbm_absolute,92.295832,product,13,B,False
40003,2011-07,M4_gbm_absolute,51.242091,product,13,B,False
40016,2011-07,M4_gbm_absolute,260.208967,product,13,A,False
40046A,2011-07,M4_gbm_absolute,6.265840,product,13,C,False
44089A,2011-07,M4_gbm_absolute,0.527755,product,13,C,False
44089C,2011-07,M4_gbm_absolute,3.130050,product,13,C,False
44091A,2011-07,M4_gbm_absolute,0.155971,product,11,C,False
44092B,2011-07,M4_gbm_absolute,0.013167,product,10,C,False
44092C,2011-07,M4_gbm_absolute,0.106045,product,11,C,False
44234,2011-07,M4_gbm_absolute,23.750212,product,13,C,False
44235,2011-07,M4_gbm_absolute,7.922172,product,13,C,False
44236,2011-07,M4_gbm_absolute,0.123648,product,13,C,False
44242B,2011-07,M4_gbm_absolute,0.909008,product,13,C,False
44265,2011-07,M4_gbm_absolute,0.008778,product,11,C,False
45013,2011-07,M4_gbm_absolute,0.932959,product,13,C,False
46000M,2011-07,M4_gbm_absolute,42.154018,product,13,B,False
46000P,2011-07,M4_gbm_absolute,2.762454,product,13,C,False
46000R,2011-07,M4_gbm_absolute,7.659499,product,13,C,False
46000S,2011-07,M4_gbm_absolute,53.516077,product,13,A,False
46000U,2011-07,M4_gbm_absolute,9.545815,product,13,C,False
46115B,2011-07,M4_gbm_absolute,17.825643,product,13,C,False
46118,2011-07,M4_gbm_absolute,13.900564,product,13,C,False
46126A,2011-07,M4_gbm_absolute,12.774189,product,13,C,False
46138B,2011-07,M4_gbm_absolute,3.178194,product,13,C,False
46775D,2011-07,M4_gbm_absolute,3.084527,product,13,B,False
46776A,2011-07,M4_gbm_absolute,4.744550,product,13,C,False
46776B,2011-07,M4_gbm_absolute,3.179042,product,13,C,False
46776C,2011-07,M4_gbm_absolute,3.487897,product,13,C,False
46776D,2011-07,M4_gbm_absolute,4.291040,product,13,C,False
46776E,2011-07,M4_gbm_absolute,1.824888,product,13,C,False
46776F,2011-07,M4_gbm_absolute,7.378266,product,13,B,False
47013A,2011-07,M4_gbm_absolute,7.405803,product,13,C,False
47013C,2011-07,M4_gbm_absolute,10.833573,product,13,C,False
47021G,2011-07,M4_gbm_absolute,13.809598,product,13,C,False
47310M,2011-07,M4_gbm_absolute,19.885115,product,13,C,False
47341A,2011-07,M4_gbm_absolute,1.562046,product,9,C,False
47341B,2011-07,M4_gbm_absolute,0.026333,product,9,C,False
47343A,2011-07,M4_gbm_absolute,10.861802,product,13,C,False
47344B,2011-07,M4_gbm_absolute,2.550867,product,11,C,False
47348A,2011-07,M4_gbm_absolute,0.765382,product,11,C,False
47351B,2011-07,M4_gbm_absolute,4.806746,product,13,C,False
47367B,2011-07,M4_gbm_absolute,8.607970,product,13,C,False
47369A,2011-07,M4_gbm_absolute,1.500156,product,13,C,False
47369B,2011-07,M4_gbm_absolute,0.922764,product,13,C,False
47420,2011-07,M4_gbm_absolute,14.641424,product,13,C,False
47421,2011-07,M4_gbm_absolute,41.888551,product,13,C,False
47422,2011-07,M4_gbm_absolute,71.686144,product,13,C,False
47469,2011-07,M4_gbm_absolute,30.592815,product,13,C,False
47471,2011-07,M4_gbm_absolute,11.754769,product,13,C,False
47480,2011-07,M4_gbm_absolute,62.086324,product,13,B,False
47481,2011-07,M4_gbm_absolute,8.800188,product,13,C,False
47503A,2011-07,M4_gbm_absolute,47.040824,product,13,C,False
47503H,2011-07,M4_gbm_absolute,1.884059,product,13,C,False
47504H,2011-07,M4_gbm_absolute,23.252136,product,13,C,False
47504K,2011-07,M4_gbm_absolute,53.344306,product,13,B,False
47518F,2011-07,M4_gbm_absolute,14.789792,product,13,C,False
47556B,2011-07,M4_gbm_absolute,47.885440,product,13,A,False
47559B,2011-07,M4_gbm_absolute,54.894013,product,13,A,False
47563A,2011-07,M4_gbm_absolute,7.862224,product,13,C,False
47566,2011-07,M4_gbm_absolute,717.869506,product,13,A,False
47566B,2011-07,M4_gbm_absolute,207.252016,product,13,A,False
47567B,2011-07,M4_gbm_absolute,28.215965,product,13,A,False
47570B,2011-07,M4_gbm_absolute,67.284754,product,13,A,False
47574A,2011-07,M4_gbm_absolute,9.467764,product,13,C,False
47574B,2011-07,M4_gbm_absolute,2.873935,product,13,C,False
47578A,2011-07,M4_gbm_absolute,3.608502,product,13,C,False
47580,2011-07,M4_gbm_absolute,48.214539,product,13,A,False
47585A,2011-07,M4_gbm_absolute,23.388296,product,13,B,False
47586A,2011-07,M4_gbm_absolute,1.424415,product,13,C,False
47589,2011-07,M4_gbm_absolute,11.109698,product,13,B,False
47590A,2011-07,M4_gbm_absolute,133.969865,product,13,A,False
47590B,2011-07,M4_gbm_absolute,108.189666,product,13,A,False
47591B,2011-07,M4_gbm_absolute,43.498439,product,13,B,False
47591D,2011-07,M4_gbm_absolute,155.428819,product,13,A,False
47593A,2011-07,M4_gbm_absolute,5.823583,product,13,C,False
47593B,2011-07,M4_gbm_absolute,40.956203,product,13,C,False
47594A,2011-07,M4_gbm_absolute,19.139980,product,13,C,False
47594B,2011-07,M4_gbm_absolute,21.512765,product,13,C,False
47599A,2011-07,M4_gbm_absolute,150.207676,product,13,A,False
47599B,2011-07,M4_gbm_absolute,64.116895,product,13,A,False
48111,2011-07,M4_gbm_absolute,57.659959,product,13,A,False
48116,2011-07,M4_gbm_absolute,99.996657,product,13,A,False
48129,2011-07,M4_gbm_absolute,47.927205,product,13,A,False
48138,2011-07,M4_gbm_absolute,135.581429,product,13,A,False
48173C,2011-07,M4_gbm_absolute,124.431448,product,13,A,False
48184,2011-07,M4_gbm_absolute,95.115943,product,13,A,False
48185,2011-07,M4_gbm_absolute,278.572587,product,13,A,False
48187,2011-07,M4_gbm_absolute,190.510335,product,13,A,False
48188,2011-07,M4_gbm_absolute,97.109635,product,13,A,False
48189,2011-07,M4_gbm_absolute,6.650824,product,13,A,False
48194,2011-07,M4_gbm_absolute,141.738830,product,13,A,False
51008,2011-07,M4_gbm_absolute,69.271910,product,13,A,False
51014A,2011-07,M4_gbm_absolute,92.856822,product,13,B,False
51014C,2011-07,M4_gbm_absolute,72.635891,product,13,B,False
51014L,2011-07,M4_gbm_absolute,63.173194,product,13,B,False
51020A,2011-07,M4_gbm_absolute,13.527415,product,13,C,False
51020B,2011-07,M4_gbm_absolute,12.538817,product,13,C,False
62018,2011-07,M4_gbm_absolute,454.255321,product,13,A,False
62043B,2011-07,M4_gbm_absolute,1.284106,product,10,C,False
62074B,2011-07,M4_gbm_absolute,2.019724,product,13,C,False
62086A,2011-07,M4_gbm_absolute,7.293265,product,13,C,False
62094B,2011-07,M4_gbm_absolute,6.574172,product,13,C,False
62096A,2011-07,M4_gbm_absolute,16.230716,product,13,C,False
62096B,2011-07,M4_gbm_absolute,6.171688,product,13,C,False
62097B,2011-07,M4_gbm_absolute,0.048460,product,8,C,False
70006,2011-07,M4_gbm_absolute,18.111764,product,13,A,False
70007,2011-07,M4_gbm_absolute,7.413000,product,13,B,False
71038,2011-07,M4_gbm_absolute,19.523975,product,13,B,False
71050,2011-07,M4_gbm_absolute,1.126666,product,12,C,False
71053,2011-07,M4_gbm_absolute,100.596236,product,13,A,False
71101E,2011-07,M4_gbm_absolute,19.130390,product,13,C,False
71143,2011-07,M4_gbm_absolute,5.261898,product,13,C,False
71215,2011-07,M4_gbm_absolute,4.661866,product,13,C,False
71270,2011-07,M4_gbm_absolute,20.069067,product,13,C,False
71279,2011-07,M4_gbm_absolute,6.138348,product,13,C,False
71403,2011-07,M4_gbm_absolute,4.618997,product,13,C,False
71406C,2011-07,M4_gbm_absolute,3.822884,product,13,C,False
71459,2011-07,M4_gbm_absolute,705.042117,product,13,A,False
71477,2011-07,M4_gbm_absolute,536.040437,product,13,A,False
71495A,2011-07,M4_gbm_absolute,1.895317,product,13,C,False
71495B,2011-07,M4_gbm_absolute,3.267616,product,13,C,False
71496A,2011-07,M4_gbm_absolute,5.782988,product,13,C,False
71496B,2011-07,M4_gbm_absolute,0.017556,product,13,C,False
71510,2011-07,M4_gbm_absolute,10.849943,product,13,C,False
72024U,2011-07,M4_gbm_absolute,10.769373,product,13,C,False
72051S,2011-07,M4_gbm_absolute,10.363315,product,13,C,False
72122,2011-07,M4_gbm_absolute,10.958880,product,13,C,False
72127,2011-07,M4_gbm_absolute,9.376441,product,13,C,False
72128,2011-07,M4_gbm_absolute,27.580030,product,13,C,False
72130,2011-07,M4_gbm_absolute,40.069199,product,13,C,False
72131,2011-07,M4_gbm_absolute,10.213591,product,13,C,False
72132,2011-07,M4_gbm_absolute,5.961223,product,13,C,False
72133,2011-07,M4_gbm_absolute,3.190410,product,13,C,False
72134,2011-07,M4_gbm_absolute,4.919046,product,13,C,False
72140E,2011-07,M4_gbm_absolute,7.575781,product,13,C,False
72225C,2011-07,M4_gbm_absolute,30.539510,product,13,C,False
72232,2011-07,M4_gbm_absolute,76.311268,product,13,B,False
72349B,2011-07,M4_gbm_absolute,36.003751,product,13,A,False
72351A,2011-07,M4_gbm_absolute,75.088740,product,13,A,False
72351B,2011-07,M4_gbm_absolute,107.915173,product,13,A,False
72369A,2011-07,M4_gbm_absolute,1.055051,product,13,C,False
72586,2011-07,M4_gbm_absolute,34.436382,product,13,C,False
72598,2011-07,M4_gbm_absolute,15.482019,product,13,C,False
72709,2011-07,M4_gbm_absolute,5.682979,product,13,C,False
72741,2011-07,M4_gbm_absolute,235.839725,product,13,A,False
72760B,2011-07,M4_gbm_absolute,51.324966,product,13,A,False
72780,2011-07,M4_gbm_absolute,18.975320,product,13,C,False
72798C,2011-07,M4_gbm_absolute,1.196646,product,13,C,False
72799C,2011-07,M4_gbm_absolute,2.561428,product,13,C,False
72799E,2011-07,M4_gbm_absolute,24.470149,product,13,B,False
72799F,2011-07,M4_gbm_absolute,14.551483,product,13,B,False
72800B,2011-07,M4_gbm_absolute,4.676991,product,13,B,False
72800C,2011-07,M4_gbm_absolute,10.534314,product,13,C,False
72800D,2011-07,M4_gbm_absolute,18.679482,product,13,B,False
72800E,2011-07,M4_gbm_absolute,28.224887,product,13,B,False
72801C,2011-07,M4_gbm_absolute,23.040344,product,13,C,False
72801D,2011-07,M4_gbm_absolute,19.430948,product,13,C,False
72801G,2011-07,M4_gbm_absolute,7.560937,product,13,C,False
72802A,2011-07,M4_gbm_absolute,34.379862,product,13,A,False
72802B,2011-07,M4_gbm_absolute,17.448094,product,13,B,False
72802C,2011-07,M4_gbm_absolute,34.179956,product,13,A,False
72803A,2011-07,M4_gbm_absolute,6.814145,product,13,B,False
72807A,2011-07,M4_gbm_absolute,28.306266,product,13,A,False
72807B,2011-07,M4_gbm_absolute,40.697631,product,13,A,False
72807C,2011-07,M4_gbm_absolute,26.069622,product,13,A,False
72811,2011-07,M4_gbm_absolute,11.912285,product,13,C,False
72812,2011-07,M4_gbm_absolute,5.652839,product,13,C,False
72815,2011-07,M4_gbm_absolute,3.646057,product,12,B,False
72816,2011-07,M4_gbm_absolute,5.683909,product,11,B,False
72817,2011-07,M4_gbm_absolute,31.233586,product,12,C,False
72818,2011-07,M4_gbm_absolute,13.226136,product,11,C,False
72819,2011-07,M4_gbm_absolute,14.855725,product,13,B,False
72821,2011-07,M4_gbm_absolute,0.565111,product,12,C,False
75011,2011-07,M4_gbm_absolute,2.968619,product,13,C,False
75013B,2011-07,M4_gbm_absolute,9.017533,product,13,C,False
75049L,2011-07,M4_gbm_absolute,421.959467,product,13,A,False
75131,2011-07,M4_gbm_absolute,33.205852,product,13,B,False
75172,2011-07,M4_gbm_absolute,0.459628,product,12,C,False
75178,2011-07,M4_gbm_absolute,16.934651,product,13,C,False
77079,2011-07,M4_gbm_absolute,0.694360,product,8,C,False
77101A,2011-07,M4_gbm_absolute,53.426310,product,13,B,False
78033,2011-07,M4_gbm_absolute,2.213067,product,12,C,False
78034B,2011-07,M4_gbm_absolute,0.549670,product,12,C,False
78124,2011-07,M4_gbm_absolute,8.670461,product,13,C,False
79000,2011-07,M4_gbm_absolute,165.427999,product,13,A,False
79026B,2011-07,M4_gbm_absolute,2.650637,product,13,C,False
79030D,2011-07,M4_gbm_absolute,17.444680,product,13,C,False
79030G,2011-07,M4_gbm_absolute,36.171493,product,13,B,False
79051A,2011-07,M4_gbm_absolute,28.138542,product,13,C,False
79062D,2011-07,M4_gbm_absolute,2.899503,abc_group,4,C,False
79063C,2011-07,M4_gbm_absolute,2.899503,abc_group,3,C,False
79063D,2011-07,M4_gbm_absolute,2.899503,abc_group,4,C,False
79066K,2011-07,M4_gbm_absolute,38.359126,product,13,C,False
79071B,2011-07,M4_gbm_absolute,5.191897,product,13,C,False
79144B,2011-07,M4_gbm_absolute,10.252180,product,13,C,False
79144C,2011-07,M4_gbm_absolute,11.801680,product,13,C,False
79149B,2011-07,M4_gbm_absolute,0.180343,product,13,C,False
79160,2011-07,M4_gbm_absolute,29.455633,product,13,B,False
79163,2011-07,M4_gbm_absolute,36.906950,product,13,B,False
79164,2011-07,M4_gbm_absolute,117.563658,product,13,B,False
79190A,2011-07,M4_gbm_absolute,21.470729,product,13,C,False
79190B,2011-07,M4_gbm_absolute,26.694668,product,13,C,False
79190D,2011-07,M4_gbm_absolute,22.824831,product,13,C,False
